"global_id";"ID";"DepartamentalAffiliation";"AdmArea";"District";"Location";"DogParkArea";"Elements";"Lighting";"Fencing";"Photo";"WorkingHours";"geoData";"geodata_center";
"global_id";"Код";"Ведомственная принадлежность";"Административный округ";"Район";"Адресный ориентир";"Площадь площадки (кв.м)";"Элементы площадки";"Освещение площадки";"Ограждение площадки";"Фотография";"График работы";"geoData";"geodata_center";
"1029877217";"33335";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 28";"500";"[балансир для собак, барьер одинарный, бум для собак, скамья для собаководов, трамплин, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.40673, 55.643036], type=Point}";"";
"1029877231";"33336";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Щорса, дом 6";"375";"[балансир для собак, барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-мостик А-форма, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.403901, 55.646489], type=Point}";"";
"1029877247";"9";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Кунцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, улица Коцюбинского, дом 10";"345";"урна";"нет";"да";"nested data";"nested data";"{coordinates=[37.432736, 55.730982], type=Point}";"";
"1029877248";"33337";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Богданова, дом 24";"394.24";"[балансир для собак, барьер тройной, бум для собак, горка-лестница (без перил), горка-мостик А-форма, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.403165, 55.656738], type=Point}";"";
"1029877827";"10011";"Префектура Западного административного округа города Москвы";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Красных Зорь, дом 59";"593";"[барьер одинарный, вышка-лестница (с перилами), информационный стенд, скамья для собаководов, трап, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.427655, 55.725994], type=Point}";"";
"1029877972";"46421";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 26, корпус 2";"296.76";"[балансир для собак, барьер двойной, барьер кольца, барьер одинарный, барьер тройной, бум для собак, входной элемент, горка-лестница (без перил), горка-мостик А-форма, информационный стенд, туннель (нора), полоса препятствий, скамья для собаководов, трамплин, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.54007, 55.744159], type=Point}";"";
"1029877974";"10012";"Префектура Западного административного округа города Москвы";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 38, корпус 2";"139";"[барьер одинарный, трап, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.4135, 55.720123], type=Point}";"";
"1029878127";"15226";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Дорогомилово";"город Москва, Резервный проезд, дом 11";"564.54";"[барьер двойной, барьер змейка, барьер кольца, барьер одинарный, барьер регулируемый, барьер тройной, бум для собак, вышка-лестница (с перилами), горка-лестница (без перил), горка-мостик А-форма, информационный стенд, туннель (нора), полоса препятствий, скамья для собаководов, трамплин, трап, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.55349, 55.740442], type=Point}";"";
"1029881859";"15321";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Брянская улица, дом 4";"653.79";"горка-лестница (без перил)";"да";"да";"nested data";"nested data";"{coordinates=[37.56236, 55.745047], type=Point}";"";
"1029881960";"15642";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, улица 1812 Года, дом 10, корпус 1";"432.69";"[барьер двойной, барьер змейка, барьер одинарный, барьер регулируемый, барьер тройной, бум для собак, входной элемент, вышка-лестница (с перилами), информационный стенд, туннель (нора), полоса препятствий, скамья для собаководов, трамплин, трап, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.519576, 55.741328], type=Point}";"";
"1029882094";"54613";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Раменки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Столетова, дом 7, корпус 1";"221.77";"информационный стенд";"нет";"да";"nested data";"nested data";"{coordinates=[37.500135, 55.705103], type=Point}";"";
"1029951716";"21418";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Фили-Давыдково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Кастанаевская улица, дом 50, корпус 1";"388.12";"[балансир для собак, барьер двойной, барьер змейка, барьер одинарный, барьер тройной, горка-лестница (без перил), горка-мостик А-форма, информационный стенд, туннель (нора), скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.469355, 55.735968], type=Point}";"";
"1029951781";"121";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Крылатское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Крылатская улица, дом 25";"379.28";"[балансир для собак, барьер двойной, барьер кольца, барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-мостик А-форма, информационный стенд, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.413754, 55.769998], type=Point}";"";
"1029952412";"129";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Крылатское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Осенняя улица, дом 27";"959.06";"[барьер змейка, барьер кольца, барьер одинарный, бум для собак, информационный стенд, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.40324, 55.767772], type=Point}";"";
"1031188159";"28";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"район Якиманка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Крымский Вал, дом 6";"312";"[балансир для собак, барьер регулируемый, бум для собак, горка-мостик А-форма, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.6092, 55.7321], type=Point}";"";
"1031195147";"29";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"район Якиманка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Донская улица, дом 21, корпус 2";"102";"[балансир для собак, барьер регулируемый, бум для собак, входной элемент, горка-мостик А-форма, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.607, 55.7226], type=Point}";"";
"1031195148";"30";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"район Якиманка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Шаболовка, дом 27";"104";"[балансир для собак, барьер двойной, бум для собак, информационный стенд, туннель (нора), скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.6122, 55.722], type=Point}";"";
"1031195219";"31";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"район Якиманка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Донская улица, дом 6, строение 1";"318";"[балансир для собак, барьер одинарный, бум для собак, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.6073, 55.7253], type=Point}";"";
"1031195221";"32";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"район Якиманка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Донская улица, дом 14";"240";"[барьер двойной, барьер одинарный, бум для собак, информационный стенд, скамья для собаководов, трап, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.6043, 55.7227], type=Point}";"";
"1031195223";"33";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"район Якиманка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Мытная улица, дом 24";"120";"[информационный стенд, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.6145, 55.7265], type=Point}";"";
"1069033409";"54289";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Неманский проезд, дом 9";"359.45";"[барьер кольца, информационный стенд, скамья для собаководов, трап, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.391303, 55.810434], type=Point}";"";
"1073205031";"72301";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Алтуфьевское шоссе, дом 40Б";"383";"[информационный стенд, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.590056, 55.870225], type=Point}";"";
"1073206351";"71869";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Северный бульвар, дом 12";"292";"[информационный стенд, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.618436, 55.869098], type=Point}";"";
"1073207288";"71892";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Каргопольская улица, дом 6";"554";"[барьер двойной, барьер змейка, барьер кольца, барьер одинарный, бум для собак, информационный стенд, туннель (нора), скамья для собаководов, трап, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.590158, 55.860868], type=Point}";"{coordinates=[37.590158, 55.860868], type=Point}";
"1073211437";"15";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Лосиноостровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, Стартовая улица, дом 23, корпус 1";"727.87";"[балансир для собак, барьер одинарный, бум для собак, горка-мостик А-форма, информационный стенд, трамплин, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.690345, 55.890574], type=Point}";"";
"1073994902";"150";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Лосиноостровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, Изумрудная улица, дом 13, корпус 2";"683.19";"[барьер одинарный, бум для собак, полоса препятствий, тренировочный снаряд с покрышкой]";"да";"да";"nested data";"nested data";"{coordinates=[37.680912, 55.875152], type=Point}";"";
"1088907719";"51";"Департамент культуры города Москвы";"Северный административный округ";"район Левобережный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Левобережная улица, дом 12";"1193.43";"[балансир для собак, барьер кольца, барьер одинарный, входной элемент, вышка-лестница (с перилами), горка-лестница (без перил), горка-мостик А-форма, информационный стенд, туннель (нора), скамья для собаководов, трамплин, трап, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.46780958, 55.87788681], type=Point}";"";
"1089028577";"75";"Префектура Северного административного округа города Москвы";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Лобненская улица, дом 13, корпус 1";"212.6";"[балансир для собак, барьер одинарный, бум для собак, горка-лестница (без перил), информационный стенд, полоса препятствий, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.532783747, 55.887151081], type=Point}";"";
"1089029356";"77";"Префектура Северного административного округа города Москвы";"Северный административный округ";"Головинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Флотская улица, дом 21";"750";"[барьер одинарный, горка-лестница (без перил), горка-мостик А-форма, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.512561, 55.860148], type=Point}";"";
"1089030391";"78";"Префектура Северного административного округа города Москвы";"Северный административный округ";"район Ховрино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2, строение 2";"4303";"[балансир для собак, барьер одинарный, вышка-лестница (с перилами), горка-мостик А-форма, туннель (нора), полоса препятствий, скамья для собаководов, трап, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.50977, 55.867493], type=Point}";"";
"1089037079";"79";"Префектура Северного административного округа города Москвы";"Северный административный округ";"район Западное Дегунино";"город Москва, Базовская улица, дом 15, корпус 15";"400";"[бум для собак, входной элемент, горка-мостик А-форма, туннель (нора), полоса препятствий, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.505707, 55.875323], type=Point}";"";
"1129262489";"34";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 73, строение 2";"350";"[барьер двойной, горка-лестница (без перил)]";"да";"да";"nested data";"nested data";"{coordinates=[37.634, 55.789073], type=Point}";"";
"1262987466";"53";"Департамент культуры города Москвы";"Северный административный округ";"район Левобережный";"город Москва, улица Лавочкина, дом 7А, строение 1";"216";"[барьер кольца, горка-лестница (без перил), горка-мостик А-форма, туннель (нора), полоса препятствий, скамья для собаководов, урна]";"нет";"нет";"nested data";"nested data";"{coordinates=[37.492663, 55.855156], type=Point}";"";
"1262987471";"54";"Департамент культуры города Москвы";"Северный административный округ";"район Левобережный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Флотская улица, дом 14";"564.01";"[балансир для собак, барьер регулируемый, бум для собак, горка-мостик А-форма, информационный стенд, туннель (нора), урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.481780159, 55.85079957], type=Point}";"";
"1262987473";"55";"Департамент культуры города Москвы";"Северный административный округ";"район Левобережный";"город Москва, Фестивальная улица, дом 4Б";"293.85";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-лестница (без перил), горка-мостик А-форма, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.481155896, 55.856305805], type=Point}";"";
"1508975590";"16";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Берзарина, дом 15";"300";"[балансир для собак, барьер двойной, барьер кольца, бум для собак, горка-лестница (без перил)]";"да";"да";"nested data";"nested data";"{coordinates=[37.482886, 55.78777], type=Point}";"";
"2255690058";"54290";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Твардовского, дом 12, корпус 3";"357.04";"[барьер одинарный, трап]";"да";"да";"nested data";"nested data";"{coordinates=[37.402659637, 55.793394829], type=Point}";"";
"2255690135";"54291";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Неманский проезд, дом 1, корпус 1";"197.83";"[барьер одинарный, бум для собак]";"да";"да";"nested data";"nested data";"{coordinates=[37.391892805, 55.816437376], type=Point}";"";
"2255690171";"54292";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Твардовского, дом 25, корпус 2";"191.2";"[барьер одинарный, бум для собак]";"нет";"нет";"nested data";"nested data";"{coordinates=[37.408638543, 55.795344578], type=Point}";"";
"2255690393";"54293";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Кулакова, дом 26";"2334.1";"[барьер одинарный, бум для собак, трап]";"да";"да";"nested data";"nested data";"{coordinates=[37.384978854, 55.80056331], type=Point}";"";
"2369611246";"12709";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Лосиноостровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, Анадырский проезд, дом 47, корпус 1";"568.38";"[балансир для собак, барьер кольца, бум для собак, горка-мостик А-форма, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.698115, 55.873007], type=Point}";"";
"2373345840";"43542";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 3-я Тверская-Ямская улица, дом 12, строение 1";"560";"[барьер одинарный, горка-мостик А-форма, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.596431, 55.772264], type=Point}";"";
"2375895845";"1116";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Коньково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Миклухо-Маклая, дом 32, корпус 1";"208";"[барьер кольца, бум для собак, горка-мостик А-форма, трамплин, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.531523, 55.639667], type=Point}";"";
"2375901079";"7";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"Академический район";"город Москва, проспект 60-летия Октября, дом 8";"239";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-мостик А-форма, информационный стенд, трамплин, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.575432, 55.694521], type=Point}";"";
"2375901083";"1911";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Котловка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Севастопольский проспект, дом 12, корпус 4";"209";"[скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.601109, 55.688009], type=Point}";"";
"2375901098";"1912";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Котловка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Нахимовский проспект, дом 23, корпус 4";"445";"[барьер двойной, барьер одинарный, скамья для собаководов, трап, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.591711, 55.665916], type=Point}";"";
"2375901288";"7774";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"Обручевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Новаторов, дом 16";"374.2";"[барьер одинарный, горка-мостик А-форма, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.526453, 55.667289], type=Point}";"";
"2375901456";"7775";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"Обручевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Профсоюзная улица, дом 60";"550";"[барьер одинарный, вышка-лестница (с перилами), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.547346, 55.669661], type=Point}";"";
"2375902856";"55662";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Грина, дом 1, корпус 4";"441";"[барьер двойной, барьер кольца, бум для собак, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.583381, 55.55943], type=Point}";"";
"2381791956";"55664";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Коктебельская улица, дом 2, корпус 1";"572";"[балансир для собак, барьер двойной, барьер кольца, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.590439, 55.56786], type=Point}";"";
"2381791962";"55665";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, бульвар Дмитрия Донского, дом 18/4";"800";"[балансир для собак, барьер двойной, барьер кольца, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.569809, 55.562303], type=Point}";"";
"2381791966";"55666";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Старобитцевская улица, дом 15, корпус 2";"481";"[балансир для собак, барьер двойной, барьер кольца, бум для собак, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.5829, 55.577903], type=Point}";"";
"2381791968";"55667";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Ратная улица, дом 12, корпус 1";"429";"[балансир для собак, барьер двойной, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.575654, 55.574346], type=Point}";"";
"2381859811";"301";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Тёплый Стан";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Ленинский проспект, дом 129, корпус 1";"142";"[балансир для собак, барьер кольца, горка-лестница (без перил), скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.478032, 55.644138], type=Point}";"";
"2381860191";"302";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Тёплый Стан";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Ленинский проспект, дом 131";"261";"[балансир для собак, барьер двойной, барьер кольца, горка-лестница (без перил), горка-мостик А-форма, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.471526, 55.642986], type=Point}";"";
"2381861043";"110";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Южнобутовская улица, дом 84, корпус 1";"207";"[барьер двойной, барьер кольца, бум для собак, информационный стенд]";"да";"да";"nested data";"nested data";"{coordinates=[37.514124, 55.535845], type=Point}";"";
"2381861109";"111";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Брусилова, дом 7";"559";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-мостик А-форма, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.575488, 55.499787], type=Point}";"";
"2381861191";"112";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Брусилова, дом 27, корпус 3, строение 2";"230";"[балансир для собак, барьер кольца, барьер одинарный, туннель (нора), скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.590382, 55.50032], type=Point}";"";
"2381861242";"77777";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Ясенево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, улица Айвазовского, дом 6, корпус 1";"601";"[балансир для собак, барьер одинарный, барьер тройной, бум для собак, вышка-лестница (с перилами), скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.540559, 55.6184], type=Point}";"";
